Gene.ID,Chr,start,end,strand,gene_length,type,detailed_type,symbol,annotation
AT1G02430,Chr1,495050,496332,-,1283,mRNA,mRNA,ARFD1B,ADP-ribosylation factor D1B
AT1G04123,Chr1,495887,496190,+,304,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G02430
AT1G02440,Chr1,496372,497555,-,1184,mRNA,mRNA,ARFD1A,ADP-ribosylation factor D1A
AT1G02450,Chr1,497917,498539,-,623,mRNA,mRNA,NIMIN1,NIM1-interacting 1
AT1G02460,Chr1,504463,507268,-,2806,mRNA,mRNA,,Pectin lyase-like superfamily protein
AT1G02470,Chr1,511765,513721,-,1957,mRNA,mRNA,,Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G02475,Chr1,513699,515422,-,1724,mRNA,mRNA,,Polyketide cyclase/dehydrase and lipid transport superfamily protein
AT1G02480,Chr1,515494,515566,+,73,canonical ncRNA,tRNA,,
AT1G02490,Chr1,516569,516866,+,298,mRNA,mRNA,,hypothetical protein
AT1G02500,Chr1,518091,520495,+,2405,mRNA,mRNA,SAM1,S-adenosylmethionine synthetase 1
AT1G02510,Chr1,520498,521668,-,1171,mRNA,mRNA,TPK4,Outward rectifying potassium channel protein
AT1G02520,Chr1,523536,529069,+,5534,mRNA,mRNA,ABCB11,P-glycoprotein 11
AT1G02530,Chr1,529679,534677,+,4999,mRNA,mRNA,ABCB12,P-glycoprotein 12
AT1G02540,Chr1,534827,535699,-,873,mRNA,mRNA,,hypothetical protein
AT1G02550,Chr1,536483,537211,+,729,mRNA,mRNA,,Plant invertase/pectin methylesterase inhibitor superfamily protein
AT1G02560,Chr1,537740,540127,+,2388,mRNA,mRNA,CLPP5,nuclear encoded CLP protease 5
AT1G02570,Chr1,541236,542245,+,1010,mRNA,mRNA,,transmembrane protein
AT1G02575,Chr1,543011,544057,+,1047,mRNA,mRNA,,transmembrane protein
AT1G02580,Chr1,544733,549202,+,4470,mRNA,mRNA,MEA,SET domain-containing protein
AT1G08805,Chr1,551002,551636,-,635,lncRNA,intergenic,,
AT1G04127,Chr1,551289,551529,-,241,lncRNA,intergenic,,
AT1G02590,Chr1,552138,552761,-,624,mRNA,mRNA,,Aldehyde oxidase/xanthine dehydrogenase%2C molybdopterin binding protein
AT1G02600,Chr1,552640,552711,+,72,canonical ncRNA,tRNA,,
AT1G02610,Chr1,553019,556152,-,3134,mRNA,mRNA,,RING/FYVE/PHD zinc finger superfamily protein
AT1G02620,Chr1,557092,558774,+,1683,mRNA,mRNA,,Ras-related small GTP-binding family protein
AT1G04133,Chr1,558071,558492,-,422,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G02620
AT1G04137,Chr1,559735,560251,+,517,lncRNA,intergenic,,
AT1G02630,Chr1,560610,562598,-,1989,mRNA,mRNA,,Nucleoside transporter family protein
AT1G02640,Chr1,564018,567771,+,3754,mRNA,mRNA,BXL2,beta-xylosidase 2
AT1G02650,Chr1,568558,570554,+,1997,mRNA,mRNA,,Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G02660,Chr1,571826,575085,-,3260,mRNA,mRNA,,alpha/beta-Hydrolases superfamily protein
AT1G02670,Chr1,575922,580532,+,4611,mRNA,mRNA,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
MSTRG.180.1,Chr1,580625,582310,+,1686,lncRNA,intragenic,NA,Overlaps with AT1G02680
AT1G02680,Chr1,580625,582310,+,1686,mRNA,mRNA,TAF13,TBP-associated factor 13
AT1G02681,Chr1,582364,582985,+,622,pseudogene,intergenic,,pseudogene
AT1G04143,Chr1,583471,583860,-,390,lncRNA,intergenic,,
AT1G02690,Chr1,584134,587327,+,3194,mRNA,mRNA,IMPA-6,importin alpha isoform 6
AT1G02700,Chr1,588003,589480,+,1478,mRNA,mRNA,,GATA transcription factor-like protein
AT1G02705,Chr1,589584,590406,+,823,mRNA,mRNA,,hypothetical protein
AT1G02710,Chr1,589706,589996,-,291,mRNA,mRNA,,glycine-rich protein
AT1G02720,Chr1,591682,594264,+,2583,mRNA,mRNA,GATL5,galacturonosyltransferase 5
AT1G02730,Chr1,594502,598657,-,4156,mRNA,mRNA,CSLD5,cellulose synthase-like D5
AT1G02740,Chr1,599330,602199,-,2870,mRNA,mRNA,,MRG family protein
AT1G02750,Chr1,602489,604387,+,1899,mRNA,mRNA,,Drought-responsive family protein
AT1G02760,Chr1,604402,604474,+,73,canonical ncRNA,tRNA,,
AT1G02770,Chr1,604873,606708,-,1836,mRNA,mRNA,,hypothetical protein
AT1G02780,Chr1,607799,609534,-,1736,mRNA,mRNA,emb2386,Ribosomal protein L19e family protein
MSTRG.193.1,Chr1,608413,608705,+,293,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G02780
AT1G02790,Chr1,610363,612324,-,1962,mRNA,mRNA,PGA4,polygalacturonase 4
AT1G02800,Chr1,613197,616231,-,3035,mRNA,mRNA,CEL2,cellulase 2
AT1G02810,Chr1,618061,620502,+,2442,mRNA,mRNA,,Plant invertase/pectin methylesterase inhibitor superfamily
MSTRG.196.1,Chr1,618560,618745,-,186,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G02810
AT1G02813,Chr1,620678,621329,+,652,mRNA,mRNA,,pectinesterase (Protein of unknown function%2C DUF538)
AT1G02816,Chr1,621453,623054,+,1602,mRNA,mRNA,,pectinesterase (Protein of unknown function%2C DUF538)
AT1G02820,Chr1,623656,624567,-,912,mRNA,mRNA,LEA3,Late embryogenesis abundant 3 (LEA3) family protein
AT1G02830,Chr1,625084,625608,-,525,mRNA,mRNA,,Ribosomal L22e protein family
AT1G02840,Chr1,626639,629993,+,3355,mRNA,mRNA,SR34,RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G02850,Chr1,630374,633420,+,3047,mRNA,mRNA,BGLU11,beta glucosidase 11
AT1G02860,Chr1,635144,637262,+,2119,mRNA,mRNA,NLA,SPX (SYG1/Pho81/XPR1) domain-containing protein
AT1G04147,Chr1,636337,636614,-,278,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G02860
AT1G02870,Chr1,637214,638681,-,1468,mRNA,mRNA,,nucleolar-like protein
AT1G04153,Chr1,637772,638231,+,460,lncRNA,intragenic,,Located within an intron of AT1G02870
AT1G08815,Chr1,641542,642317,+,776,lncRNA,intergenic,,
AT1G02880,Chr1,642505,644903,-,2399,mRNA,mRNA,TPK1,thiamin pyrophosphokinase1
AT1G02890,Chr1,645084,652001,-,6918,mRNA,mRNA,,AAA-type ATPase family protein
AT1G02900,Chr1,653604,654457,-,854,mRNA,mRNA,RALF1,rapid alkalinization factor 1
AT1G02910,Chr1,655568,658216,-,2649,mRNA,mRNA,LPA1,tetratricopeptide repeat (TPR)-containing protein
AT1G02920,Chr1,658578,659980,-,1403,mRNA,mRNA,GSTF7,glutathione S-transferase 7
AT1G02930,Chr1,661088,662475,-,1388,mRNA,mRNA,GSTF6,glutathione S-transferase 6
AT1G02940,Chr1,662963,664290,-,1328,mRNA,mRNA,GSTF5,glutathione S-transferase (class phi) 5
AT1G02950,Chr1,665119,666471,-,1353,mRNA,mRNA,GSTF4,glutathione S-transferase F4
AT1G02952,Chr1,665354,666367,+,1014,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G02950
AT1G02960,Chr1,666807,669919,-,3113,mRNA,mRNA,,kinetochore protein
AT1G02965,Chr1,671661,672814,-,1154,mRNA,mRNA,,hypothetical protein
AT1G02970,Chr1,673306,676419,+,3114,mRNA,mRNA,WEE1,WEE1-like kinase
AT1G02980,Chr1,677360,681378,+,4019,mRNA,mRNA,CUL2,cullin 2
AT1G02990,Chr1,681331,687385,-,6055,mRNA,mRNA,,hypothetical protein
AT1G03000,Chr1,687795,692660,-,4866,mRNA,mRNA,PEX6,peroxin 6
AT1G03010,Chr1,693190,696504,+,3315,mRNA,mRNA,,Phototropic-responsive NPH3 family protein
AT1G03020,Chr1,697919,698591,-,673,mRNA,mRNA,,Thioredoxin superfamily protein
AT1G03030,Chr1,701365,703929,+,2565,mRNA,mRNA,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G03040,Chr1,703847,706689,-,2843,mRNA,mRNA,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT1G03050,Chr1,707485,710041,+,2557,mRNA,mRNA,,ENTH/ANTH/VHS superfamily protein
AT1G03055,Chr1,710018,711857,-,1840,mRNA,mRNA,D27,beta-carotene isomerase D27-like protein
AT1G03060,Chr1,712440,727553,-,15114,mRNA,mRNA,SPI,BEACH-DOMAIN HOMOLOG A1
AT1G03070,Chr1,729830,731565,+,1736,mRNA,mRNA,,Bax inhibitor-1 family protein
AT1G03080,Chr1,731554,738306,-,6753,mRNA,mRNA,NET1D,kinase interacting (KIP1-like) family protein
AT1G03090,Chr1,739544,744184,+,4641,mRNA,mRNA,MCCA,methylcrotonyl-CoA carboxylase alpha chain
AT1G04157,Chr1,742298,742522,-,225,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G03090
MSTRG.230.1,Chr1,743362,743511,-,150,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G03090
AT1G03100,Chr1,743885,746701,-,2817,mRNA,mRNA,,Pentatricopeptide repeat (PPR) superfamily protein
AT1G04163,Chr1,744724,746147,+,1424,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G03100
AT1G03103,Chr1,747197,748057,+,861,mRNA,mRNA,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G03106,Chr1,748101,749034,-,934,mRNA,mRNA,,hypothetical protein
AT1G03110,Chr1,749246,751976,+,2731,mRNA,mRNA,TRM82,Transducin/WD40 repeat-like superfamily protein
AT1G03120,Chr1,752191,753140,+,950,mRNA,mRNA,RAB28,responsive to abscisic acid 28
AT1G03130,Chr1,753307,754262,-,956,mRNA,mRNA,PSAD-2,photosystem I subunit D-2
MSTRG.237.1,Chr1,753471,753786,+,316,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G03130
AT1G03140,Chr1,754261,756303,-,2043,mRNA,mRNA,,splicing factor Prp18 family protein
MSTRG.238.1,Chr1,755448,756044,+,597,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G03140
AT1G03150,Chr1,756414,758678,+,2265,mRNA,mRNA,,Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT1G04167,Chr1,760884,761099,-,216,lncRNA,intergenic,,
AT1G03160,Chr1,761261,766194,+,4934,mRNA,mRNA,FZL,FZO-like protein
AT1G03165,Chr1,766336,767324,+,989,mRNA,mRNA,,hypothetical protein
AT1G04173,Chr1,767037,767385,-,349,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G03165
AT1G03170,Chr1,768376,770684,+,2309,mRNA,mRNA,FAF2,FANTASTIC four-like protein (DUF3049)
AT1G03180,Chr1,773358,775362,+,2005,mRNA,mRNA,,non-structural protein
AT1G03190,Chr1,775527,780062,+,4536,mRNA,mRNA,UVH6,RAD3-like DNA-binding helicase protein
AT1G04177,Chr1,780107,780409,+,303,lncRNA,intergenic,,
AT1G03200,Chr1,780519,782946,+,2428,mRNA,mRNA,,hypothetical protein
AT1G03210,Chr1,782904,784346,+,1443,mRNA,mRNA,,Phenazine biosynthesis PhzC/PhzF protein
AT1G03220,Chr1,786832,788722,+,1891,mRNA,mRNA,,Eukaryotic aspartyl protease family protein
AT1G03230,Chr1,789820,791689,+,1870,mRNA,mRNA,,Eukaryotic aspartyl protease family protein
AT1G03240,Chr1,792222,793060,-,839,mRNA,mRNA,,hypothetical protein
AT1G03250,Chr1,793315,795403,-,2089,mRNA,mRNA,,R3H domain protein
AT1G03260,Chr1,795449,798491,-,3043,mRNA,mRNA,,SNARE associated Golgi protein family
AT1G03270,Chr1,799115,802625,+,3511,mRNA,mRNA,,CBS domain protein with a domain protein (DUF21)
AT1G03280,Chr1,802970,807066,+,4097,mRNA,mRNA,,Transcription factor TFIIE%2C alpha subunit
MSTRG.253.1,Chr1,806424,806582,+,159,lncRNA,intragenic,NA,Located within an intron of AT1G03280
AT1G03290,Chr1,807361,813216,+,5856,mRNA,mRNA,,ELKS/Rab6-interacting/CAST family protein
AT1G03300,Chr1,811033,813086,-,2054,mRNA,mRNA,ATDUF1,agenet domain protein (DOMAIN OF UNKNOWN FUNCTION 724 1)
AT1G03310,Chr1,813413,816812,+,3400,mRNA,mRNA,DBE1,debranching enzyme 1
AT1G03320,Chr1,816989,817767,+,779,mRNA,mRNA,,hypothetical protein
AT1G03325,Chr1,817053,817178,-,126,mRNA,mRNA,,hypothetical protein
AT1G03330,Chr1,817934,819563,-,1630,mRNA,mRNA,LSM2,Small nuclear ribonucleoprotein family protein
AT1G03340,Chr1,819612,821476,+,1865,mRNA,mRNA,,hypothetical protein
AT1G03350,Chr1,822582,824410,-,1829,mRNA,mRNA,,BSD domain-containing protein
AT1G03360,Chr1,824517,826399,+,1883,mRNA,mRNA,RRP4,ribosomal RNA processing 4
AT1G03365,Chr1,826523,830393,+,3871,mRNA,mRNA,,RING/U-box superfamily protein
AT1G03370,Chr1,830550,835411,+,4862,mRNA,mRNA,,C2 calcium/lipid-binding and GRAM domain containing protein
AT1G03380,Chr1,835767,841373,+,5607,mRNA,mRNA,ATG18G,yeast autophagy 18 G-like protein
AT1G03390,Chr1,841033,842418,-,1386,mRNA,mRNA,,HXXXD-type acyl-transferase family protein
AT1G03395,Chr1,841677,842158,+,482,mRNA,mRNA,,hypothetical protein
AT1G03400,Chr1,842659,844251,-,1593,mRNA,mRNA,,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G03410,Chr1,844436,847683,-,3248,mRNA,mRNA,2A6,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G04183,Chr1,845677,847683,+,2007,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G03410
AT1G03430,Chr1,847793,849621,+,1829,mRNA,mRNA,AHP5,histidine-containing phosphotransfer factor 5
AT1G03440,Chr1,852151,854297,+,2147,mRNA,mRNA,,Leucine-rich repeat (LRR) family protein
AT1G03445,Chr1,854410,859701,-,5292,mRNA,mRNA,BSU1,Serine/threonine protein phosphatase family protein
AT1G03457,Chr1,860761,864372,-,3612,mRNA,mRNA,,RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G03470,Chr1,865895,867733,-,1839,mRNA,mRNA,NET3A,Kinase interacting (KIP1-like) family protein
AT1G03475,Chr1,868853,871308,-,2456,mRNA,mRNA,LIN2,Coproporphyrinogen III oxidase
AT1G03490,Chr1,871874,872906,+,1033,mRNA,mRNA,NAC006,NAC domain containing protein 6
AT1G03495,Chr1,873166,874476,+,1311,mRNA,mRNA,,HXXXD-type acyl-transferase family protein
AT1G04187,Chr1,875056,875189,-,134,canonical ncRNA,snoRNA,,
AT1G04193,Chr1,875224,875340,-,117,canonical ncRNA,snoRNA,,
AT1G03502,Chr1,875358,875471,-,114,canonical ncRNA,snoRNA,,snoRNA
MSTRG.284.1,Chr1,875358,875887,-,530,lncRNA,intergenic,NA,NA
AT1G03506,Chr1,875518,875604,-,87,canonical ncRNA,snoRNA,,snoRNA
AT1G04197,Chr1,875679,875823,-,145,canonical ncRNA,snoRNA,,
AT1G03510,Chr1,876087,877556,-,1470,mRNA,mRNA,,Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G03515,Chr1,877648,877719,+,72,canonical ncRNA,tRNA,,
AT1G03520,Chr1,877861,880259,-,2399,mRNA,mRNA,,Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein
AT1G03530,Chr1,880384,883599,-,3216,mRNA,mRNA,NAF1,nuclear assembly factor 1
AT1G03540,Chr1,883683,885611,+,1929,mRNA,mRNA,,Pentatricopeptide repeat (PPR-like) superfamily protein
AT1G03550,Chr1,885623,887956,-,2334,mRNA,mRNA,SCAMP4,Secretory carrier membrane protein (SCAMP) family protein
AT1G03545,Chr1,885941,887972,+,2032,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G03550
AT1G08825,Chr1,889095,890027,-,933,lncRNA,intergenic,,
AT1G03560,Chr1,890155,892492,-,2338,mRNA,mRNA,,Pentatricopeptide repeat (PPR-like) superfamily protein
AT1G03570,Chr1,892514,892585,+,72,canonical ncRNA,tRNA,,
AT1G03580,Chr1,892885,894194,+,1310,pseudogene,intergenic,,pseudogene
AT1G03590,Chr1,894238,897718,-,3481,mRNA,mRNA,,Protein phosphatase 2C family protein
MSTRG.294.1,Chr1,894310,894585,+,276,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G03590
AT1G03600,Chr1,898480,899794,+,1315,mRNA,mRNA,PSB27,photosystem II family protein
AT1G03610,Chr1,900732,903070,+,2339,mRNA,mRNA,,plant/protein (DUF789)
AT1G03620,Chr1,904032,907643,-,3612,mRNA,mRNA,,ELMO/CED-12 family protein
AT1G03630,Chr1,907523,909650,+,2128,mRNA,mRNA,POR C,protochlorophyllide oxidoreductase C
AT1G03640,Chr1,909811,909883,-,73,canonical ncRNA,tRNA,,
AT1G03650,Chr1,910023,911292,-,1270,mRNA,mRNA,,Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT1G03660,Chr1,911310,913808,-,2499,mRNA,mRNA,,Ankyrin-repeat containing protein
AT1G04203,Chr1,913390,913595,+,206,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G03660
AT1G03670,Chr1,914222,916222,-,2001,mRNA,mRNA,,ankyrin repeat family protein
AT1G03680,Chr1,916772,918064,-,1293,mRNA,mRNA,THM1,thioredoxin M-type 1
AT1G03687,Chr1,918285,920592,+,2308,mRNA,mRNA,,DTW domain-containing protein
AT1G03700,Chr1,920950,922098,+,1149,mRNA,mRNA,,Uncharacterized protein family (UPF0497)
AT1G03710,Chr1,923390,924730,+,1341,mRNA,mRNA,,Cystatin/monellin superfamily protein
AT1G03720,Chr1,924896,926373,-,1478,mRNA,mRNA,,Cysteine proteinases superfamily protein
AT1G04207,Chr1,926989,927200,-,212,lncRNA,intergenic,,
AT1G03730,Chr1,930715,931985,-,1271,mRNA,mRNA,,pyrroline-5-carboxylate reductase
AT1G03740,Chr1,933426,937152,+,3727,mRNA,mRNA,,Protein kinase superfamily protein
MSTRG.309.1,Chr1,936503,936650,-,148,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G03740
AT1G04213,Chr1,937032,937141,-,110,canonical ncRNA,snoRNA,,
AT1G03743,Chr1,937207,937287,-,81,canonical ncRNA,snoRNA,,snoRNA
AT1G03746,Chr1,937401,937485,-,85,canonical ncRNA,snoRNA,,snoRNA
AT1G03750,Chr1,937826,941162,+,3337,mRNA,mRNA,SWI2,switch 2
AT1G03760,Chr1,941062,943377,-,2316,mRNA,mRNA,,Prefoldin chaperone subunit family protein
AT1G03770,Chr1,944572,947682,+,3111,mRNA,mRNA,RING1B,RING 1B
AT1G03780,Chr1,947520,951850,-,4331,mRNA,mRNA,TPX2,targeting protein for XKLP2
AT1G03790,Chr1,954290,956144,+,1855,mRNA,mRNA,SOM,Zinc finger C-x8-C-x5-C-x3-H type family protein
AT1G03800,Chr1,957104,958383,-,1280,mRNA,mRNA,ERF10,ERF domain protein 10
AT1G03810,Chr1,958759,959609,+,851,mRNA,mRNA,,Nucleic acid-binding%2C OB-fold-like protein
AT1G03820,Chr1,959790,960916,-,1127,mRNA,mRNA,,E6-like protein
AT1G03830,Chr1,961684,966790,-,5107,mRNA,mRNA,,guanylate-binding family protein
AT1G03840,Chr1,967470,970334,-,2865,mRNA,mRNA,MGP,C2H2 and C2HC zinc fingers superfamily protein
AT1G03850,Chr1,975871,977911,-,2041,mRNA,mRNA,GRXS13,Glutaredoxin family protein
AT1G03860,Chr1,979307,982002,-,2696,mRNA,mRNA,PHB2,prohibitin 2
AT1G03870,Chr1,982381,983544,-,1164,mRNA,mRNA,FLA9,FASCICLIN-like arabinoogalactan 9
MSTRG.323.1,Chr1,982536,983556,+,1021,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G03870
AT1G03880,Chr1,985751,988146,+,2396,mRNA,mRNA,CRU2,cruciferin 2
AT1G03890,Chr1,989198,991020,+,1823,mRNA,mRNA,,RmlC-like cupins superfamily protein
AT1G03900,Chr1,991106,993126,+,2021,mRNA,mRNA,ABCI18,non-intrinsic ABC protein 4
AT1G03905,Chr1,993400,995989,+,2590,mRNA,mRNA,ABCI19,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G03910,Chr1,996076,1000629,+,4554,mRNA,mRNA,,cactus-binding carboxy-terminal%2C cactin
AT1G03920,Chr1,1001116,1004410,+,3295,mRNA,mRNA,,Protein kinase family protein
AT1G03930,Chr1,1004688,1008370,+,3683,mRNA,mRNA,ADK1,dual specificity kinase 1
AT1G04217,Chr1,1008592,1008735,+,144,canonical ncRNA,snoRNA,,
AT1G03935,Chr1,1008810,1008896,+,87,canonical ncRNA,snoRNA,,snoRNA
AT1G04223,Chr1,1009073,1009189,+,117,canonical ncRNA,snoRNA,,
AT1G03940,Chr1,1009228,1011145,-,1918,mRNA,mRNA,,HXXXD-type acyl-transferase family protein
AT1G04227,Chr1,1009249,1009356,+,108,canonical ncRNA,snoRNA,,
AT1G03950,Chr1,1011151,1013365,-,2215,mRNA,mRNA,VPS2.3,vacuolar protein sorting-associated protein 2.3
AT1G03960,Chr1,1013643,1017957,+,4315,mRNA,mRNA,,Calcium-binding EF hand family protein
AT1G03970,Chr1,1018058,1019247,+,1190,mRNA,mRNA,GBF4,G-box binding factor 4
AT1G04233,Chr1,1018123,1018514,-,392,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G03970
AT1G03980,Chr1,1019311,1022108,-,2798,mRNA,mRNA,PCS2,phytochelatin synthase 2
AT1G03982,Chr1,1022251,1023719,-,1469,mRNA,mRNA,,PAK-box/P21-Rho-binding family protein
AT1G03990,Chr1,1024740,1027616,+,2877,mRNA,mRNA,,Long-chain fatty alcohol dehydrogenase family protein
AT1G04000,Chr1,1027853,1029119,-,1267,mRNA,mRNA,,hypothetical protein
AT1G04010,Chr1,1030957,1036264,-,5308,mRNA,mRNA,PSAT1,phospholipid sterol acyl transferase 1
AT1G04020,Chr1,1036493,1040262,+,3770,mRNA,mRNA,BARD1,breast cancer associated RING 1
AT1G04030,Chr1,1040375,1042892,+,2518,mRNA,mRNA,,eisosome protein
AT1G04040,Chr1,1042362,1043887,-,1526,mRNA,mRNA,,HAD superfamily%2C subfamily IIIB acid phosphatase
AT1G04237,Chr1,1043118,1043415,+,298,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G04040
AT1G04050,Chr1,1045598,1049864,-,4267,mRNA,mRNA,SUVR1,histone-lysine N-methyltransferase SUVR2-like protein
AT1G04070,Chr1,1050505,1051194,-,690,mRNA,mRNA,TOM22-I,translocase of outer membrane 22-I
AT1G04080,Chr1,1051312,1056827,+,5516,mRNA,mRNA,PRP39,Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G04090,Chr1,1057041,1059454,+,2414,mRNA,mRNA,,vacuolar sorting-associated protein (DUF946)
AT1G04100,Chr1,1059470,1061209,+,1740,mRNA,mRNA,IAA10,indoleacetic acid-induced protein 10
AT1G04105,Chr1,1059730,1060348,-,619,mRNA,mRNA,,hypothetical protein
AT1G04110,Chr1,1061297,1063809,-,2513,mRNA,mRNA,SDD1,Subtilase family protein
AT1G04120,Chr1,1064264,1071080,-,6817,mRNA,mRNA,ABCC5,multidrug resistance-associated protein 5
AT1G04243,Chr1,1072574,1072780,-,207,lncRNA,intergenic,,
AT1G04130,Chr1,1073274,1075568,+,2295,mRNA,mRNA,TPR2,Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G04140,Chr1,1075543,1080630,-,5088,mRNA,mRNA,,Transducin family protein / WD-40 repeat family protein
AT1G04150,Chr1,1081024,1084431,-,3408,mRNA,mRNA,,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
AT1G04160,Chr1,1086170,1096510,+,10341,mRNA,mRNA,XIB,myosin XI B
AT1G04170,Chr1,1096882,1099901,+,3020,mRNA,mRNA,EIF2 GAMMA,eukaryotic translation initiation factor 2 gamma subunit
AT1G04180,Chr1,1104493,1106241,+,1749,mRNA,mRNA,YUC9,YUCCA 9
AT1G04190,Chr1,1106354,1108725,-,2372,mRNA,mRNA,TPR3,Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G04200,Chr1,1109395,1114155,+,4761,mRNA,mRNA,,dyggve-melchior-clausen syndrome protein
AT1G04210,Chr1,1114375,1119739,+,5365,mRNA,mRNA,,Leucine-rich repeat protein kinase family protein
AT1G04220,Chr1,1119699,1122786,-,3088,mRNA,mRNA,KCS2,3-ketoacyl-CoA synthase 2
AT1G04247,Chr1,1120225,1122526,+,2302,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G04220
AT1G04230,Chr1,1125515,1128788,+,3274,mRNA,mRNA,,rRNA-processing EFG1-like protein (DUF2361)
AT1G04240,Chr1,1128149,1129689,-,1541,mRNA,mRNA,SHY2,AUX/IAA transcriptional regulator family protein
AT1G04253,Chr1,1134308,1134997,-,690,lncRNA,intergenic,,
AT1G04250,Chr1,1136078,1138663,+,2586,mRNA,mRNA,AXR3,AUX/IAA transcriptional regulator family protein
MSTRG.370.1,Chr1,1136388,1136615,-,228,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G04250
AT1G04260,Chr1,1140278,1141564,-,1287,mRNA,mRNA,MPI7,CAMV movement protein interacting protein 7
AT1G04270,Chr1,1141558,1143130,-,1573,mRNA,mRNA,RPS15,cytosolic ribosomal protein S15
AT1G04280,Chr1,1143436,1147091,-,3656,mRNA,mRNA,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G04290,Chr1,1147297,1148533,-,1237,mRNA,mRNA,,Thioesterase superfamily protein
AT1G04295,Chr1,1147781,1148435,+,655,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G04290
AT1G04300,Chr1,1148564,1154667,-,6104,mRNA,mRNA,,TRAF-like superfamily protein
AT1G04310,Chr1,1154740,1157813,-,3074,mRNA,mRNA,ERS2,ethylene response sensor 2
AT1G04320,Chr1,1159023,1159093,+,71,canonical ncRNA,tRNA,,
AT1G04330,Chr1,1161289,1161982,-,694,mRNA,mRNA,,hypothetical protein
